county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Addison County, VT",50001,2,Higher Risk (60–69% vaccinated),68.96,<ul><li><b>05462</b>: Very High Risk (<60% vaccinated)</li><li><b>05491</b>: Medium Risk (70–79% vaccinated)</li><li><b>05748</b>: Medium Risk (70–79% vaccinated)</li><li><b>05747</b>: Medium Risk (70–79% vaccinated)</li><li><b>05472</b>: Higher Risk (60–69% vaccinated)</li><li><b>05766</b>: Lower Risk (80–84% vaccinated)</li><li><b>05461</b>: Higher Risk (60–69% vaccinated)</li><li><b>05767</b>: Very High Risk (<60% vaccinated)</li><li><b>05769</b>: Higher Risk (60–69% vaccinated)</li><li><b>05778</b>: Very High Risk (<60% vaccinated)</li><li><b>05753</b>: Medium Risk (70–79% vaccinated)</li><li><b>05733</b>: Higher Risk (60–69% vaccinated)</li><li><b>05760</b>: Higher Risk (60–69% vaccinated)</li><li><b>05487</b>: Higher Risk (60–69% vaccinated)</li><li><b>05669</b>: Very High Risk (<60% vaccinated)</li><li><b>05456</b>: Medium Risk (70–79% vaccinated)</li><li><b>05734</b>: Higher Risk (60–69% vaccinated)</li><li><b>05443</b>: Higher Risk (60–69% vaccinated)</li><li><b>05770</b>: Higher Risk (60–69% vaccinated)</li><li><b>05473</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Aiken County, SC",45003,16,Medium Risk (70–79% vaccinated),74.24,<ul><li><b>29853</b>: Higher Risk (60–69% vaccinated)</li><li><b>29834</b>: Lower Risk (80–84% vaccinated)</li><li><b>29803</b>: Medium Risk (70–79% vaccinated)</li><li><b>29828</b>: Uninhabited</li><li><b>29832</b>: Higher Risk (60–69% vaccinated)</li><li><b>29006</b>: Higher Risk (60–69% vaccinated)</li><li><b>29164</b>: Higher Risk (60–69% vaccinated)</li><li><b>29137</b>: Higher Risk (60–69% vaccinated)</li><li><b>29801</b>: Higher Risk (60–69% vaccinated)</li><li><b>29805</b>: Higher Risk (60–69% vaccinated)</li><li><b>29851</b>: Higher Risk (60–69% vaccinated)</li><li><b>29829</b>: Medium Risk (70–79% vaccinated)</li><li><b>29809</b>: Higher Risk (60–69% vaccinated)</li><li><b>29816</b>: Lower Risk (80–84% vaccinated)</li><li><b>29860</b>: Higher Risk (60–69% vaccinated)</li><li><b>29841</b>: Higher Risk (60–69% vaccinated)</li><li><b>29146</b>: Higher Risk (60–69% vaccinated)</li><li><b>29842</b>: Higher Risk (60–69% vaccinated)</li><li><b>29831</b>: Higher Risk (60–69% vaccinated)</li><li><b>29856</b>: Very High Risk (<60% vaccinated)</li><li><b>29105</b>: Medium Risk (70–79% vaccinated)</li><li><b>29129</b>: Higher Risk (60–69% vaccinated)</li><li><b>29847</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Aitkin County, MN",27001,20,Medium Risk (70–79% vaccinated),77.03,<ul><li><b>55760</b>: Medium Risk (70–79% vaccinated)</li><li><b>56431</b>: Medium Risk (70–79% vaccinated)</li><li><b>56469</b>: Medium Risk (70–79% vaccinated)</li><li><b>56350</b>: Medium Risk (70–79% vaccinated)</li><li><b>55787</b>: Higher Risk (60–69% vaccinated)</li><li><b>55735</b>: Higher Risk (60–69% vaccinated)</li><li><b>55798</b>: Medium Risk (70–79% vaccinated)</li><li><b>55752</b>: Medium Risk (70–79% vaccinated)</li><li><b>55783</b>: Higher Risk (60–69% vaccinated)</li><li><b>56342</b>: Higher Risk (60–69% vaccinated)</li><li><b>55785</b>: Medium Risk (70–79% vaccinated)</li><li><b>55748</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alachua County, FL",12001,6,Medium Risk (70–79% vaccinated),70.32,<ul><li><b>32610</b>: Uninhabited</li><li><b>32616</b>: Uninhabited</li><li><b>32615</b>: Higher Risk (60–69% vaccinated)</li><li><b>32640</b>: Higher Risk (60–69% vaccinated)</li><li><b>32612</b>: Uninhabited</li><li><b>32608</b>: Higher Risk (60–69% vaccinated)</li><li><b>32641</b>: Very High Risk (<60% vaccinated)</li><li><b>32658</b>: Higher Risk (60–69% vaccinated)</li><li><b>32643</b>: Higher Risk (60–69% vaccinated)</li><li><b>32618</b>: Higher Risk (60–69% vaccinated)</li><li><b>32607</b>: Medium Risk (70–79% vaccinated)</li><li><b>32653</b>: Higher Risk (60–69% vaccinated)</li><li><b>32044</b>: Medium Risk (70–79% vaccinated)</li><li><b>32603</b>: Medium Risk (70–79% vaccinated)</li><li><b>32605</b>: Medium Risk (70–79% vaccinated)</li><li><b>32606</b>: Medium Risk (70–79% vaccinated)</li><li><b>32666</b>: Higher Risk (60–69% vaccinated)</li><li><b>32667</b>: Higher Risk (60–69% vaccinated)</li><li><b>32622</b>: Higher Risk (60–69% vaccinated)</li><li><b>32669</b>: Higher Risk (60–69% vaccinated)</li><li><b>32694</b>: Medium Risk (70–79% vaccinated)</li><li><b>32631</b>: Uninhabited</li><li><b>32609</b>: Higher Risk (60–69% vaccinated)</li><li><b>32601</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Alamance County, NC",37001,0,Very High Risk (<60% vaccinated),54.45,<ul><li><b>27202</b>: Uninhabited</li><li><b>27244</b>: Higher Risk (60–69% vaccinated)</li><li><b>27258</b>: Higher Risk (60–69% vaccinated)</li><li><b>27340</b>: Uninhabited</li><li><b>27201</b>: Medium Risk (70–79% vaccinated)</li><li><b>27215</b>: Higher Risk (60–69% vaccinated)</li><li><b>27217</b>: Higher Risk (60–69% vaccinated)</li><li><b>27298</b>: Higher Risk (60–69% vaccinated)</li><li><b>27302</b>: Higher Risk (60–69% vaccinated)</li><li><b>27312</b>: Medium Risk (70–79% vaccinated)</li><li><b>27249</b>: Higher Risk (60–69% vaccinated)</li><li><b>27253</b>: Higher Risk (60–69% vaccinated)</li><li><b>27349</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alameda County, CA",06001,22,Medium Risk (70–79% vaccinated),73.84,<ul><li><b>94707</b>: Medium Risk (70–79% vaccinated)</li><li><b>94551</b>: Higher Risk (60–69% vaccinated)</li><li><b>94613</b>: Uninhabited</li><li><b>94709</b>: Higher Risk (60–69% vaccinated)</li><li><b>94550</b>: Medium Risk (70–79% vaccinated)</li><li><b>94552</b>: Medium Risk (70–79% vaccinated)</li><li><b>94612</b>: Medium Risk (70–79% vaccinated)</li><li><b>94586</b>: Higher Risk (60–69% vaccinated)</li><li><b>94706</b>: Medium Risk (70–79% vaccinated)</li><li><b>94544</b>: Higher Risk (60–69% vaccinated)</li><li><b>94587</b>: Higher Risk (60–69% vaccinated)</li><li><b>94539</b>: Higher Risk (60–69% vaccinated)</li><li><b>94621</b>: Higher Risk (60–69% vaccinated)</li><li><b>95377</b>: Medium Risk (70–79% vaccinated)</li><li><b>94608</b>: Medium Risk (70–79% vaccinated)</li><li><b>94568</b>: Higher Risk (60–69% vaccinated)</li><li><b>94536</b>: Higher Risk (60–69% vaccinated)</li><li><b>94601</b>: Higher Risk (60–69% vaccinated)</li><li><b>94703</b>: Medium Risk (70–79% vaccinated)</li><li><b>94607</b>: Higher Risk (60–69% vaccinated)</li><li><b>94708</b>: Lower Risk (80–84% vaccinated)</li><li><b>94566</b>: Medium Risk (70–79% vaccinated)</li><li><b>94577</b>: Higher Risk (60–69% vaccinated)</li><li><b>94578</b>: Higher Risk (60–69% vaccinated)</li><li><b>94580</b>: Higher Risk (60–69% vaccinated)</li><li><b>94538</b>: Medium Risk (70–79% vaccinated)</li><li><b>94542</b>: Higher Risk (60–69% vaccinated)</li><li><b>94546</b>: Higher Risk (60–69% vaccinated)</li><li><b>94602</b>: Medium Risk (70–79% vaccinated)</li><li><b>94603</b>: Very High Risk (<60% vaccinated)</li><li><b>94606</b>: Higher Risk (60–69% vaccinated)</li><li><b>94555</b>: Medium Risk (70–79% vaccinated)</li><li><b>94560</b>: Higher Risk (60–69% vaccinated)</li><li><b>94609</b>: Medium Risk (70–79% vaccinated)</li><li><b>94610</b>: Lower Risk (80–84% vaccinated)</li><li><b>94611</b>: Medium Risk (70–79% vaccinated)</li><li><b>94702</b>: Medium Risk (70–79% vaccinated)</li><li><b>94704</b>: Higher Risk (60–69% vaccinated)</li><li><b>94710</b>: Higher Risk (60–69% vaccinated)</li><li><b>94720</b>: Uninhabited</li><li><b>94545</b>: Higher Risk (60–69% vaccinated)</li><li><b>94501</b>: Medium Risk (70–79% vaccinated)</li><li><b>94502</b>: Higher Risk (60–69% vaccinated)</li><li><b>94514</b>: Very High Risk (<60% vaccinated)</li><li><b>94505</b>: Medium Risk (70–79% vaccinated)</li><li><b>94541</b>: Higher Risk (60–69% vaccinated)</li><li><b>94605</b>: Higher Risk (60–69% vaccinated)</li><li><b>94705</b>: Lower Risk (80–84% vaccinated)</li><li><b>94619</b>: Medium Risk (70–79% vaccinated)</li><li><b>94588</b>: Medium Risk (70–79% vaccinated)</li><li><b>94618</b>: Medium Risk (70–79% vaccinated)</li><li><b>95391</b>: Medium Risk (70–79% vaccinated)</li><li><b>94579</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alamosa County, CO",08003,27,Very High Risk (<60% vaccinated),56.11,<ul><li><b>81144</b>: Medium Risk (70–79% vaccinated)</li><li><b>81125</b>: Very High Risk (<60% vaccinated)</li><li><b>81146</b>: Medium Risk (70–79% vaccinated)</li><li><b>81101</b>: Higher Risk (60–69% vaccinated)</li><li><b>81136</b>: Lowest Risk (85%+)</li></ul>
"Albany County, NY",36001,7,Medium Risk (70–79% vaccinated),77.75,<ul><li><b>12222</b>: Medium Risk (70–79% vaccinated)</li><li><b>12007</b>: Lower Risk (80–84% vaccinated)</li><li><b>12189</b>: Medium Risk (70–79% vaccinated)</li><li><b>12084</b>: Medium Risk (70–79% vaccinated)</li><li><b>12161</b>: Uninhabited</li><li><b>12226</b>: Uninhabited</li><li><b>12122</b>: Medium Risk (70–79% vaccinated)</li><li><b>12045</b>: Medium Risk (70–79% vaccinated)</li><li><b>12083</b>: Medium Risk (70–79% vaccinated)</li><li><b>12186</b>: Medium Risk (70–79% vaccinated)</li><li><b>12210</b>: Higher Risk (60–69% vaccinated)</li><li><b>12204</b>: Higher Risk (60–69% vaccinated)</li><li><b>12147</b>: Higher Risk (60–69% vaccinated)</li><li><b>12053</b>: Medium Risk (70–79% vaccinated)</li><li><b>12309</b>: Medium Risk (70–79% vaccinated)</li><li><b>12469</b>: Medium Risk (70–79% vaccinated)</li><li><b>12041</b>: Medium Risk (70–79% vaccinated)</li><li><b>12047</b>: Medium Risk (70–79% vaccinated)</li><li><b>12159</b>: Medium Risk (70–79% vaccinated)</li><li><b>12067</b>: Medium Risk (70–79% vaccinated)</li><li><b>12202</b>: Very High Risk (<60% vaccinated)</li><li><b>12306</b>: Medium Risk (70–79% vaccinated)</li><li><b>12183</b>: Medium Risk (70–79% vaccinated)</li><li><b>12085</b>: Uninhabited</li><li><b>12046</b>: Medium Risk (70–79% vaccinated)</li><li><b>12009</b>: Medium Risk (70–79% vaccinated)</li><li><b>12077</b>: Lower Risk (80–84% vaccinated)</li><li><b>12110</b>: Medium Risk (70–79% vaccinated)</li><li><b>12193</b>: Higher Risk (60–69% vaccinated)</li><li><b>12205</b>: Medium Risk (70–79% vaccinated)</li><li><b>12209</b>: Higher Risk (60–69% vaccinated)</li><li><b>12120</b>: Higher Risk (60–69% vaccinated)</li><li><b>12143</b>: Medium Risk (70–79% vaccinated)</li><li><b>12054</b>: Lower Risk (80–84% vaccinated)</li><li><b>12059</b>: Medium Risk (70–79% vaccinated)</li><li><b>12087</b>: Medium Risk (70–79% vaccinated)</li><li><b>12304</b>: Medium Risk (70–79% vaccinated)</li><li><b>12460</b>: Uninhabited</li><li><b>12158</b>: Medium Risk (70–79% vaccinated)</li><li><b>12207</b>: Higher Risk (60–69% vaccinated)</li><li><b>12211</b>: Medium Risk (70–79% vaccinated)</li><li><b>12206</b>: Higher Risk (60–69% vaccinated)</li><li><b>12157</b>: Medium Risk (70–79% vaccinated)</li><li><b>12203</b>: Medium Risk (70–79% vaccinated)</li><li><b>12023</b>: Higher Risk (60–69% vaccinated)</li><li><b>12208</b>: Medium Risk (70–79% vaccinated)</li><li><b>12303</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Albany County, WY",56001,9,Higher Risk (60–69% vaccinated),63.56,<ul><li><b>82201</b>: Lower Risk (80–84% vaccinated)</li><li><b>82051</b>: Uninhabited</li><li><b>82058</b>: Uninhabited</li><li><b>82063</b>: Medium Risk (70–79% vaccinated)</li><li><b>82070</b>: Medium Risk (70–79% vaccinated)</li><li><b>82072</b>: Medium Risk (70–79% vaccinated)</li><li><b>82083</b>: Lowest Risk (85%+)</li><li><b>82073</b>: Uninhabited</li><li><b>82329</b>: Lower Risk (80–84% vaccinated)</li><li><b>82084</b>: Uninhabited</li><li><b>82055</b>: Lowest Risk (85%+)</li><li><b>82052</b>: Lowest Risk (85%+)</li></ul>
"Albemarle County, VA",51003,4,Lowest Risk (85%+),85.51,<ul><li><b>22923</b>: Medium Risk (70–79% vaccinated)</li><li><b>22901</b>: Lower Risk (80–84% vaccinated)</li><li><b>22903</b>: Medium Risk (70–79% vaccinated)</li><li><b>22904</b>: Medium Risk (70–79% vaccinated)</li><li><b>22932</b>: Medium Risk (70–79% vaccinated)</li><li><b>22942</b>: Very High Risk (<60% vaccinated)</li><li><b>24590</b>: Medium Risk (70–79% vaccinated)</li><li><b>22902</b>: Lower Risk (80–84% vaccinated)</li><li><b>22938</b>: Medium Risk (70–79% vaccinated)</li><li><b>22935</b>: Medium Risk (70–79% vaccinated)</li><li><b>22959</b>: Medium Risk (70–79% vaccinated)</li><li><b>22946</b>: Uninhabited</li><li><b>22920</b>: Medium Risk (70–79% vaccinated)</li><li><b>24562</b>: Medium Risk (70–79% vaccinated)</li><li><b>22911</b>: Medium Risk (70–79% vaccinated)</li><li><b>22931</b>: Medium Risk (70–79% vaccinated)</li><li><b>22936</b>: Medium Risk (70–79% vaccinated)</li><li><b>22937</b>: Medium Risk (70–79% vaccinated)</li><li><b>22943</b>: Medium Risk (70–79% vaccinated)</li><li><b>22947</b>: Medium Risk (70–79% vaccinated)</li><li><b>22969</b>: Medium Risk (70–79% vaccinated)</li><li><b>22940</b>: Higher Risk (60–69% vaccinated)</li><li><b>22968</b>: Lower Risk (80–84% vaccinated)</li><li><b>22974</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Alcona County, MI",26001,28,Medium Risk (70–79% vaccinated),76.39,<ul><li><b>48750</b>: Higher Risk (60–69% vaccinated)</li><li><b>48647</b>: Higher Risk (60–69% vaccinated)</li><li><b>48737</b>: Higher Risk (60–69% vaccinated)</li><li><b>48762</b>: Higher Risk (60–69% vaccinated)</li><li><b>48705</b>: Medium Risk (70–79% vaccinated)</li><li><b>48738</b>: Higher Risk (60–69% vaccinated)</li><li><b>48761</b>: Higher Risk (60–69% vaccinated)</li><li><b>48742</b>: Higher Risk (60–69% vaccinated)</li><li><b>48745</b>: Higher Risk (60–69% vaccinated)</li><li><b>48728</b>: Medium Risk (70–79% vaccinated)</li><li><b>48721</b>: Medium Risk (70–79% vaccinated)</li><li><b>48740</b>: Higher Risk (60–69% vaccinated)</li><li><b>49747</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alcorn County, MS",28003,0,Medium Risk (70–79% vaccinated),78.07,<ul><li><b>38834</b>: Medium Risk (70–79% vaccinated)</li><li><b>38865</b>: Medium Risk (70–79% vaccinated)</li><li><b>38683</b>: Medium Risk (70–79% vaccinated)</li><li><b>38833</b>: Medium Risk (70–79% vaccinated)</li><li><b>38846</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Aleutians East County, AK",02013,3,NA,NA,<ul><li><b>NA</b>: NA</li></ul>
"Aleutians West County, AK",02016,3,NA,NA,<ul><li><b>NA</b>: NA</li></ul>
"Alexander County, IL",17003,12,Medium Risk (70–79% vaccinated),78.59,<ul><li><b>62969</b>: Uninhabited</li><li><b>62914</b>: Higher Risk (60–69% vaccinated)</li><li><b>62962</b>: Uninhabited</li><li><b>62957</b>: Medium Risk (70–79% vaccinated)</li><li><b>62952</b>: Medium Risk (70–79% vaccinated)</li><li><b>62988</b>: Medium Risk (70–79% vaccinated)</li><li><b>62990</b>: Lowest Risk (85%+)</li><li><b>62992</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Alexander County, NC",37003,0,Lower Risk (80–84% vaccinated),81.8,<ul><li><b>28625</b>: Medium Risk (70–79% vaccinated)</li><li><b>28601</b>: Medium Risk (70–79% vaccinated)</li><li><b>28630</b>: Higher Risk (60–69% vaccinated)</li><li><b>28689</b>: Medium Risk (70–79% vaccinated)</li><li><b>28636</b>: Higher Risk (60–69% vaccinated)</li><li><b>28678</b>: Higher Risk (60–69% vaccinated)</li><li><b>28654</b>: Higher Risk (60–69% vaccinated)</li><li><b>28681</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alexandria County, VA",51510,4,Higher Risk (60–69% vaccinated),66.98,<ul><li><b>22305</b>: Lower Risk (80–84% vaccinated)</li><li><b>22311</b>: Medium Risk (70–79% vaccinated)</li><li><b>22304</b>: Medium Risk (70–79% vaccinated)</li><li><b>22312</b>: Medium Risk (70–79% vaccinated)</li><li><b>22314</b>: Lowest Risk (85%+)</li><li><b>22206</b>: Lower Risk (80–84% vaccinated)</li><li><b>22301</b>: Lower Risk (80–84% vaccinated)</li><li><b>22302</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Alfalfa County, OK",40003,17,Medium Risk (70–79% vaccinated),72.79,<ul><li><b>73739</b>: Very High Risk (<60% vaccinated)</li><li><b>73726</b>: Very High Risk (<60% vaccinated)</li><li><b>73722</b>: Medium Risk (70–79% vaccinated)</li><li><b>73758</b>: Very High Risk (<60% vaccinated)</li><li><b>73768</b>: Higher Risk (60–69% vaccinated)</li><li><b>73716</b>: Lower Risk (80–84% vaccinated)</li><li><b>73728</b>: Higher Risk (60–69% vaccinated)</li><li><b>73741</b>: Higher Risk (60–69% vaccinated)</li><li><b>73749</b>: Lowest Risk (85%+)</li><li><b>73760</b>: Very High Risk (<60% vaccinated)</li><li><b>73719</b>: Higher Risk (60–69% vaccinated)</li><li><b>73717</b>: Medium Risk (70–79% vaccinated)</li><li><b>73754</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alger County, MI",26003,28,Medium Risk (70–79% vaccinated),72.41,<ul><li><b>49862</b>: Higher Risk (60–69% vaccinated)</li><li><b>49884</b>: Medium Risk (70–79% vaccinated)</li><li><b>49883</b>: Lower Risk (80–84% vaccinated)</li><li><b>49895</b>: Higher Risk (60–69% vaccinated)</li><li><b>49885</b>: Higher Risk (60–69% vaccinated)</li><li><b>49878</b>: Medium Risk (70–79% vaccinated)</li><li><b>49826</b>: Uninhabited</li><li><b>49891</b>: Higher Risk (60–69% vaccinated)</li><li><b>49839</b>: Very High Risk (<60% vaccinated)</li><li><b>49816</b>: Very High Risk (<60% vaccinated)</li><li><b>49806</b>: Medium Risk (70–79% vaccinated)</li><li><b>49822</b>: Medium Risk (70–79% vaccinated)</li><li><b>49825</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Allamakee County, IA",19005,8,Higher Risk (60–69% vaccinated),68.97,<ul><li><b>52101</b>: Medium Risk (70–79% vaccinated)</li><li><b>52162</b>: Very High Risk (<60% vaccinated)</li><li><b>52146</b>: Medium Risk (70–79% vaccinated)</li><li><b>52151</b>: Medium Risk (70–79% vaccinated)</li><li><b>52156</b>: Higher Risk (60–69% vaccinated)</li><li><b>52159</b>: Medium Risk (70–79% vaccinated)</li><li><b>52160</b>: Medium Risk (70–79% vaccinated)</li><li><b>52172</b>: Higher Risk (60–69% vaccinated)</li><li><b>52170</b>: Medium Risk (70–79% vaccinated)</li><li><b>52140</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Allegan County, MI",26005,28,Medium Risk (70–79% vaccinated),74.47,<ul><li><b>49010</b>: Higher Risk (60–69% vaccinated)</li><li><b>49335</b>: Lowest Risk (85%+)</li><li><b>49434</b>: Uninhabited</li><li><b>49406</b>: Higher Risk (60–69% vaccinated)</li><li><b>49070</b>: Higher Risk (60–69% vaccinated)</li><li><b>49450</b>: Very High Risk (<60% vaccinated)</li><li><b>49348</b>: Higher Risk (60–69% vaccinated)</li><li><b>49056</b>: Very High Risk (<60% vaccinated)</li><li><b>49328</b>: Higher Risk (60–69% vaccinated)</li><li><b>49316</b>: Medium Risk (70–79% vaccinated)</li><li><b>49344</b>: Higher Risk (60–69% vaccinated)</li><li><b>49333</b>: Medium Risk (70–79% vaccinated)</li><li><b>49423</b>: Medium Risk (70–79% vaccinated)</li><li><b>49026</b>: Higher Risk (60–69% vaccinated)</li><li><b>49408</b>: Very High Risk (<60% vaccinated)</li><li><b>49078</b>: Medium Risk (70–79% vaccinated)</li><li><b>49080</b>: Medium Risk (70–79% vaccinated)</li><li><b>49426</b>: Medium Risk (70–79% vaccinated)</li><li><b>49464</b>: Medium Risk (70–79% vaccinated)</li><li><b>49453</b>: Higher Risk (60–69% vaccinated)</li><li><b>49090</b>: Higher Risk (60–69% vaccinated)</li><li><b>49419</b>: Higher Risk (60–69% vaccinated)</li><li><b>49055</b>: Medium Risk (70–79% vaccinated)</li><li><b>49315</b>: Medium Risk (70–79% vaccinated)</li><li><b>49323</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Allegany County, MD",24001,3,Medium Risk (70–79% vaccinated),73.56,<ul><li><b>21542</b>: Uninhabited</li><li><b>21529</b>: Lower Risk (80–84% vaccinated)</li><li><b>21560</b>: Uninhabited</li><li><b>21502</b>: Medium Risk (70–79% vaccinated)</li><li><b>21555</b>: Uninhabited</li><li><b>21545</b>: Lower Risk (80–84% vaccinated)</li><li><b>21540</b>: Lower Risk (80–84% vaccinated)</li><li><b>21562</b>: Lower Risk (80–84% vaccinated)</li><li><b>21557</b>: Lowest Risk (85%+)</li><li><b>21521</b>: Lowest Risk (85%+)</li><li><b>21524</b>: Lower Risk (80–84% vaccinated)</li><li><b>21539</b>: Lowest Risk (85%+)</li><li><b>21766</b>: Lowest Risk (85%+)</li><li><b>21530</b>: Lower Risk (80–84% vaccinated)</li><li><b>21532</b>: Lower Risk (80–84% vaccinated)</li><li><b>21543</b>: Uninhabited</li></ul>
"Allegany County, NY",36003,7,Very High Risk (<60% vaccinated),51.67,<ul><li><b>14721</b>: Medium Risk (70–79% vaccinated)</li><li><b>14029</b>: Uninhabited</li><li><b>14802</b>: Higher Risk (60–69% vaccinated)</li><li><b>14707</b>: Medium Risk (70–79% vaccinated)</li><li><b>14437</b>: Medium Risk (70–79% vaccinated)</li><li><b>14774</b>: Uninhabited</li><li><b>14843</b>: Medium Risk (70–79% vaccinated)</li><li><b>14727</b>: Medium Risk (70–79% vaccinated)</li><li><b>14807</b>: Higher Risk (60–69% vaccinated)</li><li><b>14822</b>: Medium Risk (70–79% vaccinated)</li><li><b>14536</b>: Medium Risk (70–79% vaccinated)</li><li><b>14877</b>: Medium Risk (70–79% vaccinated)</li><li><b>14709</b>: Medium Risk (70–79% vaccinated)</li><li><b>14777</b>: Higher Risk (60–69% vaccinated)</li><li><b>14813</b>: Medium Risk (70–79% vaccinated)</li><li><b>14880</b>: Higher Risk (60–69% vaccinated)</li><li><b>14754</b>: Medium Risk (70–79% vaccinated)</li><li><b>14836</b>: Medium Risk (70–79% vaccinated)</li><li><b>14846</b>: Lower Risk (80–84% vaccinated)</li><li><b>14803</b>: Higher Risk (60–69% vaccinated)</li><li><b>14804</b>: Medium Risk (70–79% vaccinated)</li><li><b>14806</b>: Medium Risk (70–79% vaccinated)</li><li><b>14770</b>: Medium Risk (70–79% vaccinated)</li><li><b>14714</b>: Medium Risk (70–79% vaccinated)</li><li><b>14715</b>: Medium Risk (70–79% vaccinated)</li><li><b>14717</b>: Medium Risk (70–79% vaccinated)</li><li><b>14735</b>: Medium Risk (70–79% vaccinated)</li><li><b>14884</b>: Medium Risk (70–79% vaccinated)</li><li><b>14897</b>: Lower Risk (80–84% vaccinated)</li><li><b>14739</b>: Medium Risk (70–79% vaccinated)</li><li><b>14895</b>: Medium Risk (70–79% vaccinated)</li><li><b>14024</b>: Medium Risk (70–79% vaccinated)</li><li><b>14711</b>: Medium Risk (70–79% vaccinated)</li><li><b>14708</b>: Medium Risk (70–79% vaccinated)</li><li><b>14060</b>: Medium Risk (70–79% vaccinated)</li><li><b>14737</b>: Medium Risk (70–79% vaccinated)</li><li><b>14744</b>: Medium Risk (70–79% vaccinated)</li><li><b>14065</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Alleghany County, NC",37005,0,Medium Risk (70–79% vaccinated),78.64,<ul><li><b>28675</b>: Higher Risk (60–69% vaccinated)</li><li><b>28644</b>: Medium Risk (70–79% vaccinated)</li><li><b>28623</b>: Medium Risk (70–79% vaccinated)</li><li><b>28668</b>: Uninhabited</li><li><b>28663</b>: Uninhabited</li><li><b>28631</b>: Medium Risk (70–79% vaccinated)</li><li><b>28627</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Alleghany County, VA",51005,4,Higher Risk (60–69% vaccinated),66.66,<ul><li><b>24448</b>: Lower Risk (80–84% vaccinated)</li><li><b>24474</b>: Medium Risk (70–79% vaccinated)</li><li><b>24085</b>: Lowest Risk (85%+)</li><li><b>24457</b>: Uninhabited</li><li><b>24426</b>: Lower Risk (80–84% vaccinated)</li><li><b>24445</b>: Medium Risk (70–79% vaccinated)</li><li><b>24422</b>: Lower Risk (80–84% vaccinated)</li></ul>
