county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Pend Oreille County, WA",53051,10,Medium Risk (70–79% vaccinated),73.61,<ul><li><b>83856</b>: Higher Risk (60–69% vaccinated)</li><li><b>99180</b>: Higher Risk (60–69% vaccinated)</li><li><b>99156</b>: Higher Risk (60–69% vaccinated)</li><li><b>99006</b>: Medium Risk (70–79% vaccinated)</li><li><b>99139</b>: Higher Risk (60–69% vaccinated)</li><li><b>99119</b>: Higher Risk (60–69% vaccinated)</li><li><b>99153</b>: Lowest Risk (85%+)</li><li><b>99009</b>: Higher Risk (60–69% vaccinated)</li><li><b>99152</b>: Uninhabited</li></ul>
"Pender County, NC",37141,0,Higher Risk (60–69% vaccinated),68.2,<ul><li><b>28466</b>: Higher Risk (60–69% vaccinated)</li><li><b>28425</b>: Higher Risk (60–69% vaccinated)</li><li><b>28443</b>: Medium Risk (70–79% vaccinated)</li><li><b>28457</b>: Higher Risk (60–69% vaccinated)</li><li><b>28448</b>: Lower Risk (80–84% vaccinated)</li><li><b>28435</b>: Medium Risk (70–79% vaccinated)</li><li><b>28478</b>: Higher Risk (60–69% vaccinated)</li><li><b>28401</b>: Very High Risk (<60% vaccinated)</li><li><b>28454</b>: Higher Risk (60–69% vaccinated)</li><li><b>28445</b>: Higher Risk (60–69% vaccinated)</li><li><b>28447</b>: Medium Risk (70–79% vaccinated)</li><li><b>28421</b>: Higher Risk (60–69% vaccinated)</li><li><b>28411</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pendleton County, KY",21191,13,Medium Risk (70–79% vaccinated),74.28,<ul><li><b>41097</b>: Higher Risk (60–69% vaccinated)</li><li><b>41035</b>: Higher Risk (60–69% vaccinated)</li><li><b>41040</b>: Medium Risk (70–79% vaccinated)</li><li><b>41004</b>: Medium Risk (70–79% vaccinated)</li><li><b>41006</b>: Medium Risk (70–79% vaccinated)</li><li><b>41033</b>: Medium Risk (70–79% vaccinated)</li><li><b>41003</b>: Medium Risk (70–79% vaccinated)</li><li><b>41007</b>: Higher Risk (60–69% vaccinated)</li><li><b>41043</b>: Medium Risk (70–79% vaccinated)</li><li><b>41030</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pendleton County, WV",54071,0,Medium Risk (70–79% vaccinated),75.29,<ul><li><b>26866</b>: Medium Risk (70–79% vaccinated)</li><li><b>26815</b>: Higher Risk (60–69% vaccinated)</li><li><b>26884</b>: Medium Risk (70–79% vaccinated)</li><li><b>26807</b>: Medium Risk (70–79% vaccinated)</li><li><b>26847</b>: Medium Risk (70–79% vaccinated)</li><li><b>26802</b>: Medium Risk (70–79% vaccinated)</li><li><b>26814</b>: Lower Risk (80–84% vaccinated)</li><li><b>26855</b>: Medium Risk (70–79% vaccinated)</li><li><b>26804</b>: Medium Risk (70–79% vaccinated)</li><li><b>26886</b>: Uninhabited</li></ul>
"Pennington County, MN",27113,20,Higher Risk (60–69% vaccinated),66.31,<ul><li><b>56754</b>: Higher Risk (60–69% vaccinated)</li><li><b>56725</b>: Medium Risk (70–79% vaccinated)</li><li><b>56750</b>: Higher Risk (60–69% vaccinated)</li><li><b>56701</b>: Medium Risk (70–79% vaccinated)</li><li><b>56742</b>: Medium Risk (70–79% vaccinated)</li><li><b>56748</b>: Very High Risk (<60% vaccinated)</li><li><b>56684</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pennington County, SD",46103,12,Medium Risk (70–79% vaccinated),73.17,<ul><li><b>57780</b>: Lowest Risk (85%+)</li><li><b>57702</b>: Lower Risk (80–84% vaccinated)</li><li><b>57732</b>: Medium Risk (70–79% vaccinated)</li><li><b>57745</b>: Higher Risk (60–69% vaccinated)</li><li><b>57706</b>: Lowest Risk (85%+)</li><li><b>57730</b>: Medium Risk (70–79% vaccinated)</li><li><b>57744</b>: Medium Risk (70–79% vaccinated)</li><li><b>57750</b>: Uninhabited</li><li><b>57790</b>: Lowest Risk (85%+)</li><li><b>57791</b>: Medium Risk (70–79% vaccinated)</li><li><b>82701</b>: Medium Risk (70–79% vaccinated)</li><li><b>57701</b>: Medium Risk (70–79% vaccinated)</li><li><b>57725</b>: Lowest Risk (85%+)</li><li><b>57767</b>: Lowest Risk (85%+)</li><li><b>57775</b>: Lowest Risk (85%+)</li><li><b>57751</b>: Medium Risk (70–79% vaccinated)</li><li><b>57703</b>: Lower Risk (80–84% vaccinated)</li><li><b>57718</b>: Medium Risk (70–79% vaccinated)</li><li><b>57719</b>: Lower Risk (80–84% vaccinated)</li><li><b>57761</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Penobscot County, ME",23019,0,Lower Risk (80–84% vaccinated),80.7,<ul><li><b>04474</b>: Lower Risk (80–84% vaccinated)</li><li><b>04489</b>: Uninhabited</li><li><b>04969</b>: Medium Risk (70–79% vaccinated)</li><li><b>04468</b>: Medium Risk (70–79% vaccinated)</li><li><b>04417</b>: Higher Risk (60–69% vaccinated)</li><li><b>04430</b>: Lowest Risk (85%+)</li><li><b>04449</b>: Higher Risk (60–69% vaccinated)</li><li><b>04461</b>: Medium Risk (70–79% vaccinated)</li><li><b>04462</b>: Medium Risk (70–79% vaccinated)</li><li><b>04928</b>: Higher Risk (60–69% vaccinated)</li><li><b>04953</b>: Medium Risk (70–79% vaccinated)</li><li><b>04455</b>: Medium Risk (70–79% vaccinated)</li><li><b>04412</b>: Lower Risk (80–84% vaccinated)</li><li><b>04427</b>: Higher Risk (60–69% vaccinated)</li><li><b>04469</b>: Uninhabited</li><li><b>04451</b>: Lower Risk (80–84% vaccinated)</li><li><b>04435</b>: Higher Risk (60–69% vaccinated)</li><li><b>04401</b>: Medium Risk (70–79% vaccinated)</li><li><b>04456</b>: Medium Risk (70–79% vaccinated)</li><li><b>04450</b>: Higher Risk (60–69% vaccinated)</li><li><b>04448</b>: Medium Risk (70–79% vaccinated)</li><li><b>04422</b>: Higher Risk (60–69% vaccinated)</li><li><b>04932</b>: Medium Risk (70–79% vaccinated)</li><li><b>04444</b>: Medium Risk (70–79% vaccinated)</li><li><b>04493</b>: Higher Risk (60–69% vaccinated)</li><li><b>04457</b>: Medium Risk (70–79% vaccinated)</li><li><b>04410</b>: Higher Risk (60–69% vaccinated)</li><li><b>04419</b>: Higher Risk (60–69% vaccinated)</li><li><b>04460</b>: Medium Risk (70–79% vaccinated)</li><li><b>04428</b>: Medium Risk (70–79% vaccinated)</li><li><b>04473</b>: Medium Risk (70–79% vaccinated)</li><li><b>04930</b>: Medium Risk (70–79% vaccinated)</li><li><b>04777</b>: Lowest Risk (85%+)</li><li><b>04475</b>: Medium Risk (70–79% vaccinated)</li><li><b>04418</b>: Medium Risk (70–79% vaccinated)</li><li><b>04487</b>: Lower Risk (80–84% vaccinated)</li><li><b>04453</b>: Medium Risk (70–79% vaccinated)</li><li><b>04411</b>: Medium Risk (70–79% vaccinated)</li><li><b>04434</b>: Medium Risk (70–79% vaccinated)</li><li><b>04939</b>: Higher Risk (60–69% vaccinated)</li><li><b>04497</b>: Lower Risk (80–84% vaccinated)</li><li><b>04459</b>: Medium Risk (70–79% vaccinated)</li><li><b>04488</b>: Medium Risk (70–79% vaccinated)</li><li><b>04429</b>: Medium Risk (70–79% vaccinated)</li><li><b>04495</b>: Lower Risk (80–84% vaccinated)</li><li><b>04733</b>: Medium Risk (70–79% vaccinated)</li><li><b>04765</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Peoria County, IL",17143,12,Medium Risk (70–79% vaccinated),73.85,<ul><li><b>61625</b>: Uninhabited</li><li><b>61562</b>: Uninhabited</li><li><b>61539</b>: Lowest Risk (85%+)</li><li><b>61552</b>: Uninhabited</li><li><b>61451</b>: Medium Risk (70–79% vaccinated)</li><li><b>61603</b>: Higher Risk (60–69% vaccinated)</li><li><b>61602</b>: Higher Risk (60–69% vaccinated)</li><li><b>61605</b>: Very High Risk (<60% vaccinated)</li><li><b>61489</b>: Lower Risk (80–84% vaccinated)</li><li><b>61565</b>: Medium Risk (70–79% vaccinated)</li><li><b>61616</b>: Medium Risk (70–79% vaccinated)</li><li><b>61559</b>: Medium Risk (70–79% vaccinated)</li><li><b>61569</b>: Higher Risk (60–69% vaccinated)</li><li><b>61606</b>: Higher Risk (60–69% vaccinated)</li><li><b>61604</b>: Higher Risk (60–69% vaccinated)</li><li><b>61517</b>: Medium Risk (70–79% vaccinated)</li><li><b>61615</b>: Medium Risk (70–79% vaccinated)</li><li><b>61525</b>: Medium Risk (70–79% vaccinated)</li><li><b>61526</b>: Very High Risk (<60% vaccinated)</li><li><b>61528</b>: Higher Risk (60–69% vaccinated)</li><li><b>61536</b>: Higher Risk (60–69% vaccinated)</li><li><b>61531</b>: Medium Risk (70–79% vaccinated)</li><li><b>61529</b>: Medium Risk (70–79% vaccinated)</li><li><b>61547</b>: Higher Risk (60–69% vaccinated)</li><li><b>61523</b>: Medium Risk (70–79% vaccinated)</li><li><b>61533</b>: Medium Risk (70–79% vaccinated)</li><li><b>61614</b>: Medium Risk (70–79% vaccinated)</li><li><b>61607</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pepin County, WI",55091,36,Higher Risk (60–69% vaccinated),66.21,<ul><li><b>54755</b>: Higher Risk (60–69% vaccinated)</li><li><b>54759</b>: Higher Risk (60–69% vaccinated)</li><li><b>54737</b>: Medium Risk (70–79% vaccinated)</li><li><b>54721</b>: Higher Risk (60–69% vaccinated)</li><li><b>54769</b>: Medium Risk (70–79% vaccinated)</li><li><b>54736</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perkins County, NE",31135,1,Higher Risk (60–69% vaccinated),69.65,<ul><li><b>69134</b>: Very High Risk (<60% vaccinated)</li><li><b>69169</b>: Very High Risk (<60% vaccinated)</li><li><b>69033</b>: Higher Risk (60–69% vaccinated)</li><li><b>69140</b>: Very High Risk (<60% vaccinated)</li><li><b>69168</b>: Very High Risk (<60% vaccinated)</li><li><b>69155</b>: Medium Risk (70–79% vaccinated)</li><li><b>69150</b>: Very High Risk (<60% vaccinated)</li><li><b>69127</b>: Higher Risk (60–69% vaccinated)</li><li><b>69153</b>: Higher Risk (60–69% vaccinated)</li><li><b>69122</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perkins County, SD",46105,12,Medium Risk (70–79% vaccinated),78.07,<ul><li><b>57626</b>: Lowest Risk (85%+)</li><li><b>57649</b>: Lowest Risk (85%+)</li><li><b>58639</b>: Medium Risk (70–79% vaccinated)</li><li><b>57638</b>: Medium Risk (70–79% vaccinated)</li><li><b>57640</b>: Uninhabited</li><li><b>57758</b>: Lowest Risk (85%+)</li><li><b>57644</b>: Lowest Risk (85%+)</li><li><b>57651</b>: Lowest Risk (85%+)</li><li><b>57620</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perquimans County, NC",37143,0,Higher Risk (60–69% vaccinated),69.22,<ul><li><b>27944</b>: Medium Risk (70–79% vaccinated)</li><li><b>27985</b>: Lowest Risk (85%+)</li><li><b>27919</b>: Higher Risk (60–69% vaccinated)</li><li><b>27980</b>: Medium Risk (70–79% vaccinated)</li><li><b>27932</b>: Higher Risk (60–69% vaccinated)</li><li><b>27946</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, AL",01105,1,Very High Risk (<60% vaccinated),59.46,<ul><li><b>36756</b>: Medium Risk (70–79% vaccinated)</li><li><b>35034</b>: Higher Risk (60–69% vaccinated)</li><li><b>35042</b>: Very High Risk (<60% vaccinated)</li><li><b>36744</b>: Medium Risk (70–79% vaccinated)</li><li><b>36701</b>: Very High Risk (<60% vaccinated)</li><li><b>36759</b>: Lower Risk (80–84% vaccinated)</li><li><b>36786</b>: Medium Risk (70–79% vaccinated)</li><li><b>36793</b>: Lowest Risk (85%+)</li><li><b>36765</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Perry County, AR",05105,8,Medium Risk (70–79% vaccinated),79.8,<ul><li><b>72126</b>: Medium Risk (70–79% vaccinated)</li><li><b>72857</b>: Medium Risk (70–79% vaccinated)</li><li><b>72853</b>: Higher Risk (60–69% vaccinated)</li><li><b>72070</b>: Medium Risk (70–79% vaccinated)</li><li><b>72125</b>: Medium Risk (70–79% vaccinated)</li><li><b>72016</b>: Medium Risk (70–79% vaccinated)</li><li><b>72001</b>: Lower Risk (80–84% vaccinated)</li><li><b>72025</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, IL",17145,12,Medium Risk (70–79% vaccinated),78.45,<ul><li><b>62274</b>: Medium Risk (70–79% vaccinated)</li><li><b>62997</b>: Medium Risk (70–79% vaccinated)</li><li><b>62831</b>: Higher Risk (60–69% vaccinated)</li><li><b>62916</b>: Lower Risk (80–84% vaccinated)</li><li><b>62237</b>: Medium Risk (70–79% vaccinated)</li><li><b>62268</b>: Medium Risk (70–79% vaccinated)</li><li><b>62272</b>: Medium Risk (70–79% vaccinated)</li><li><b>62832</b>: Medium Risk (70–79% vaccinated)</li><li><b>62238</b>: Lowest Risk (85%+)</li><li><b>62888</b>: Medium Risk (70–79% vaccinated)</li><li><b>62263</b>: Medium Risk (70–79% vaccinated)</li><li><b>62883</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, IN",18123,8,Medium Risk (70–79% vaccinated),75.45,<ul><li><b>47520</b>: Medium Risk (70–79% vaccinated)</li><li><b>47586</b>: Medium Risk (70–79% vaccinated)</li><li><b>47576</b>: Uninhabited</li><li><b>47515</b>: Higher Risk (60–69% vaccinated)</li><li><b>47574</b>: Medium Risk (70–79% vaccinated)</li><li><b>47514</b>: Uninhabited</li><li><b>47532</b>: Medium Risk (70–79% vaccinated)</li><li><b>47513</b>: Higher Risk (60–69% vaccinated)</li><li><b>47588</b>: Lower Risk (80–84% vaccinated)</li><li><b>47137</b>: Lower Risk (80–84% vaccinated)</li><li><b>47551</b>: Higher Risk (60–69% vaccinated)</li><li><b>47525</b>: Lower Risk (80–84% vaccinated)</li><li><b>47118</b>: Higher Risk (60–69% vaccinated)</li><li><b>47577</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Perry County, KY",21193,13,Lower Risk (80–84% vaccinated),80.02,<ul><li><b>41701</b>: Medium Risk (70–79% vaccinated)</li><li><b>41731</b>: Medium Risk (70–79% vaccinated)</li><li><b>41729</b>: Uninhabited</li><li><b>41712</b>: Uninhabited</li><li><b>41367</b>: Lower Risk (80–84% vaccinated)</li><li><b>41727</b>: Medium Risk (70–79% vaccinated)</li><li><b>40981</b>: Uninhabited</li><li><b>41774</b>: Medium Risk (70–79% vaccinated)</li><li><b>41778</b>: Uninhabited</li><li><b>41746</b>: Lower Risk (80–84% vaccinated)</li><li><b>41735</b>: Medium Risk (70–79% vaccinated)</li><li><b>41754</b>: Medium Risk (70–79% vaccinated)</li><li><b>41759</b>: Uninhabited</li><li><b>41760</b>: Uninhabited</li><li><b>41763</b>: Higher Risk (60–69% vaccinated)</li><li><b>41773</b>: Medium Risk (70–79% vaccinated)</li><li><b>41713</b>: Uninhabited</li><li><b>41719</b>: Medium Risk (70–79% vaccinated)</li><li><b>41723</b>: Lower Risk (80–84% vaccinated)</li><li><b>41739</b>: Uninhabited</li><li><b>41751</b>: Uninhabited</li><li><b>41745</b>: Medium Risk (70–79% vaccinated)</li><li><b>41721</b>: Uninhabited</li><li><b>41722</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, MO",29157,6,Higher Risk (60–69% vaccinated),68.34,<ul><li><b>63673</b>: Medium Risk (70–79% vaccinated)</li><li><b>63748</b>: Medium Risk (70–79% vaccinated)</li><li><b>63783</b>: Uninhabited</li><li><b>63746</b>: Uninhabited</li><li><b>63770</b>: Medium Risk (70–79% vaccinated)</li><li><b>63732</b>: Medium Risk (70–79% vaccinated)</li><li><b>63775</b>: Medium Risk (70–79% vaccinated)</li><li><b>63781</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, MS",28111,0,Medium Risk (70–79% vaccinated),75.17,<ul><li><b>39425</b>: Higher Risk (60–69% vaccinated)</li><li><b>39456</b>: Higher Risk (60–69% vaccinated)</li><li><b>39462</b>: Very High Risk (<60% vaccinated)</li><li><b>39465</b>: Medium Risk (70–79% vaccinated)</li><li><b>39577</b>: Medium Risk (70–79% vaccinated)</li><li><b>39476</b>: Medium Risk (70–79% vaccinated)</li><li><b>39464</b>: Higher Risk (60–69% vaccinated)</li><li><b>39423</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, OH",39127,38,Medium Risk (70–79% vaccinated),76.59,<ul><li><b>43761</b>: Uninhabited</li><li><b>43076</b>: Medium Risk (70–79% vaccinated)</li><li><b>43138</b>: Medium Risk (70–79% vaccinated)</li><li><b>43739</b>: Higher Risk (60–69% vaccinated)</li><li><b>43764</b>: Medium Risk (70–79% vaccinated)</li><li><b>43148</b>: Medium Risk (70–79% vaccinated)</li><li><b>43766</b>: Higher Risk (60–69% vaccinated)</li><li><b>43731</b>: Medium Risk (70–79% vaccinated)</li><li><b>43783</b>: Medium Risk (70–79% vaccinated)</li><li><b>43150</b>: Medium Risk (70–79% vaccinated)</li><li><b>43107</b>: Medium Risk (70–79% vaccinated)</li><li><b>43730</b>: Medium Risk (70–79% vaccinated)</li><li><b>43777</b>: Medium Risk (70–79% vaccinated)</li><li><b>43782</b>: Medium Risk (70–79% vaccinated)</li><li><b>45732</b>: Medium Risk (70–79% vaccinated)</li><li><b>43748</b>: Higher Risk (60–69% vaccinated)</li><li><b>43760</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, PA",42099,16,Lower Risk (80–84% vaccinated),80.09,<ul><li><b>17062</b>: Medium Risk (70–79% vaccinated)</li><li><b>17047</b>: Higher Risk (60–69% vaccinated)</li><li><b>17053</b>: Lower Risk (80–84% vaccinated)</li><li><b>17037</b>: Medium Risk (70–79% vaccinated)</li><li><b>17045</b>: Lower Risk (80–84% vaccinated)</li><li><b>17074</b>: Medium Risk (70–79% vaccinated)</li><li><b>17020</b>: Medium Risk (70–79% vaccinated)</li><li><b>17021</b>: Medium Risk (70–79% vaccinated)</li><li><b>17071</b>: Lowest Risk (85%+)</li><li><b>17040</b>: Higher Risk (60–69% vaccinated)</li><li><b>17069</b>: Medium Risk (70–79% vaccinated)</li><li><b>17006</b>: Medium Risk (70–79% vaccinated)</li><li><b>17090</b>: Medium Risk (70–79% vaccinated)</li><li><b>17068</b>: Medium Risk (70–79% vaccinated)</li><li><b>17024</b>: Lower Risk (80–84% vaccinated)</li><li><b>17035</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Perry County, TN",47135,7,Medium Risk (70–79% vaccinated),75.9,<ul><li><b>38425</b>: Very High Risk (<60% vaccinated)</li><li><b>37033</b>: Medium Risk (70–79% vaccinated)</li><li><b>37096</b>: Medium Risk (70–79% vaccinated)</li><li><b>37097</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pershing County, NV",32027,0,Higher Risk (60–69% vaccinated),66.09,<ul><li><b>89445</b>: Medium Risk (70–79% vaccinated)</li><li><b>89419</b>: Medium Risk (70–79% vaccinated)</li><li><b>89418</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Person County, NC",37145,0,Higher Risk (60–69% vaccinated),67.37,<ul><li><b>27565</b>: Higher Risk (60–69% vaccinated)</li><li><b>27574</b>: Higher Risk (60–69% vaccinated)</li><li><b>27572</b>: Higher Risk (60–69% vaccinated)</li><li><b>27541</b>: Higher Risk (60–69% vaccinated)</li><li><b>27291</b>: Higher Risk (60–69% vaccinated)</li><li><b>27573</b>: Higher Risk (60–69% vaccinated)</li><li><b>27305</b>: Lower Risk (80–84% vaccinated)</li><li><b>27343</b>: Medium Risk (70–79% vaccinated)</li><li><b>27231</b>: Very High Risk (<60% vaccinated)</li><li><b>27583</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Petersburg County, AK",02195,3,NA,NA,<ul><li><b>NA</b>: NA</li></ul>
"Petersburg County, VA",51730,4,Higher Risk (60–69% vaccinated),61.37,<ul><li><b>23803</b>: Higher Risk (60–69% vaccinated)</li><li><b>23805</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Petroleum County, MT",30069,32,Lowest Risk (85%+),85.6,<ul><li><b>59058</b>: Uninhabited</li><li><b>59087</b>: Lowest Risk (85%+)</li><li><b>59072</b>: Medium Risk (70–79% vaccinated)</li><li><b>59032</b>: Lowest Risk (85%+)</li></ul>
"Pettis County, MO",29159,6,Medium Risk (70–79% vaccinated),70.93,<ul><li><b>65335</b>: Medium Risk (70–79% vaccinated)</li><li><b>65336</b>: Medium Risk (70–79% vaccinated)</li><li><b>65340</b>: Medium Risk (70–79% vaccinated)</li><li><b>65301</b>: Medium Risk (70–79% vaccinated)</li><li><b>65348</b>: Lower Risk (80–84% vaccinated)</li><li><b>65332</b>: Medium Risk (70–79% vaccinated)</li><li><b>65334</b>: Medium Risk (70–79% vaccinated)</li><li><b>65337</b>: Higher Risk (60–69% vaccinated)</li><li><b>65325</b>: Medium Risk (70–79% vaccinated)</li><li><b>65351</b>: Medium Risk (70–79% vaccinated)</li><li><b>65347</b>: Lower Risk (80–84% vaccinated)</li><li><b>65360</b>: Medium Risk (70–79% vaccinated)</li><li><b>65333</b>: Lowest Risk (85%+)</li><li><b>65350</b>: Lowest Risk (85%+)</li><li><b>65345</b>: Lowest Risk (85%+)</li></ul>
