Zip Code,Municipality,State,Est. Mean Vaccination Rate,Measles Risk Level,Measles Cases per State
30346,Atlanta,GA,75.14,Medium Risk (70–79%),10
53583,Sauk City,WI,69.92,High Risk (60–69%),36
52774,Welton,IA,65.34,High Risk (60–69%),9
06067,Rocky Hill,CT,83.72,Low Risk (80–84%),1
06066,Vernon Rockville,CT,78.33,Medium Risk (70–79%),1
11719,Brookhaven,NY,73.48,Medium Risk (70–79%),26
28115,Mooresville,NC,71.93,Medium Risk (70–79%),2
28625,Statesville,NC,73.15,Medium Risk (70–79%),2
27041,Pilot Mountain,NC,72.33,Medium Risk (70–79%),2
28607,Boone,NC,71.82,Medium Risk (70–79%),2
28458,Rose Hill,NC,56.88,Very High Risk (<60%),2
28379,Rockingham,NC,67.83,High Risk (60–69%),2
99149,NA,NA,54.65,Very High Risk (<60%),15
93254,New Cuyama,CA,85.72,Lowest Risk (85%+),25
10007,New York,NY,84.65,Low Risk (80–84%),26
32464,Westville,FL,77.41,Medium Risk (70–79%),7
97846,Joseph,OR,74.92,Medium Risk (70–79%),1
97463,Oakridge,OR,68.62,High Risk (60–69%),1
75630,Avinger,TX,61.83,High Risk (60–69%),803
79505,Benjamin,TX,71.58,Medium Risk (70–79%),803
37756,Huntsville,TN,78.63,Medium Risk (70–79%),8
61334,Lostant,IL,65.09,High Risk (60–69%),14
49808,NA,NA,78.09,Medium Risk (70–79%),15
49884,Shingleton,MI,73.47,Medium Risk (70–79%),29
58006,Arthur,ND,53.38,Very High Risk (<60%),36
67862,Manter,KS,22.01,Very High Risk (<60%),91
66522,Oneida,KS,67.78,High Risk (60–69%),91
80813,Cripple Creek,CO,67.59,High Risk (60–69%),35
10919,Circleville,NY,71.49,Medium Risk (70–79%),26
04259,Monmouth,ME,70.16,Medium Risk (70–79%),0
98548,Hoodsport,WA,71.61,Medium Risk (70–79%),11
80735,Idalia,CO,57.17,Very High Risk (<60%),35
02876,Slatersville,RI,64.58,High Risk (60–69%),1
54629,Fountain City,WI,64.42,High Risk (60–69%),36
98862,Winthrop,WA,72.2,Medium Risk (70–79%),11
81141,Manassa,CO,75.49,Medium Risk (70–79%),35
27562,New Hill,NC,76,Medium Risk (70–79%),2
08832,Keasbey,NJ,60.49,High Risk (60–69%),11
84716,Boulder,UT,79.52,Medium Risk (70–79%),176
52168,Spillville,IA,75.44,Medium Risk (70–79%),9
70397,Theriot,LA,56.15,Very High Risk (<60%),3
89823,Deeth,NV,78.85,Medium Risk (70–79%),2
17887,NA,NA,77.58,Medium Risk (70–79%),15
92275,Salton City,CA,76.6,Medium Risk (70–79%),25
83414,Alta,WY,91.07,Lowest Risk (85%+),15
59489,Winifred,MT,94.95,Lowest Risk (85%+),36
62852,NA,NA,73.33,Medium Risk (70–79%),15
60969,NA,NA,58.86,Very High Risk (<60%),15
02762,Plainville,MA,85.29,Lowest Risk (85%+),0
83656,Notus,ID,76.18,Medium Risk (70–79%),13
56525,Comstock,MN,38.44,Very High Risk (<60%),26
83215,Atomic City,ID,71.73,Medium Risk (70–79%),13
15324,Cokeburg,PA,72.62,Medium Risk (70–79%),16
46045,Goldsmith,IN,77.49,Medium Risk (70–79%),10
15139,Oakmont,PA,77.31,Medium Risk (70–79%),16
19506,Bernville,PA,77.45,Medium Risk (70–79%),16
15317,Canonsburg,PA,79.1,Medium Risk (70–79%),16
15370,Waynesburg,PA,74.23,Medium Risk (70–79%),16
15541,Friedens,PA,73.02,Medium Risk (70–79%),16
30507,Gainesville,GA,61.95,High Risk (60–69%),10
30530,Commerce,GA,64.79,High Risk (60–69%),10
30457,Soperton,GA,68.95,High Risk (60–69%),10
30741,Rossville,GA,61.39,High Risk (60–69%),10
31308,Ellabell,GA,70.16,Medium Risk (70–79%),10
31014,Cochran,GA,62.05,High Risk (60–69%),10
89123,Las Vegas,NV,70.44,Medium Risk (70–79%),2
48336,Farmington,MI,77.22,Medium Risk (70–79%),29
48614,Brant,MI,68.85,High Risk (60–69%),29
07457,Riverdale,NJ,82.13,Low Risk (80–84%),11
08243,Sea Isle City,NJ,64.56,High Risk (60–69%),11
08037,Hammonton,NJ,64.8,High Risk (60–69%),11
63670,Sainte Genevieve,MO,74.68,Medium Risk (70–79%),6
64431,Clearmont,MO,70.29,Medium Risk (70–79%),6
63050,Hillsboro,MO,73.07,Medium Risk (70–79%),6
65648,Fair Grove,MO,73.79,Medium Risk (70–79%),6
59011,Big Timber,MT,77.99,Medium Risk (70–79%),36
59832,Drummond,MT,76.16,Medium Risk (70–79%),36
59736,Jackson,MT,73.71,Medium Risk (70–79%),36
98294,Sultan,WA,71.63,Medium Risk (70–79%),11
38305,Jackson,TN,74.33,Medium Risk (70–79%),8
38320,Camden,TN,78.86,Medium Risk (70–79%),8
37190,Woodbury,TN,65.73,High Risk (60–69%),8
38063,Ripley,TN,70.21,Medium Risk (70–79%),8
37885,Vonore,TN,77.24,Medium Risk (70–79%),8
37370,Riceville,TN,66.8,High Risk (60–69%),8
57625,Eagle Butte,SD,91.4,Lowest Risk (85%+),16
57732,Deadwood,SD,71.21,Medium Risk (70–79%),16
38472,Lynnville,TN,77.71,Medium Risk (70–79%),8
60550,Shabbona,IL,71.15,Medium Risk (70–79%),14
28086,Kings Mountain,NC,68.89,High Risk (60–69%),2
62540,Kincaid,IL,85.14,Lowest Risk (85%+),14
60512,Bristol,IL,65.74,High Risk (60–69%),14
42701,Elizabethtown,KY,75.92,Medium Risk (70–79%),13
40744,London,KY,76.24,Medium Risk (70–79%),13
44903,Mansfield,OH,65.19,High Risk (60–69%),40
45011,Hamilton,OH,65.95,High Risk (60–69%),40
41472,West Liberty,KY,74.04,Medium Risk (70–79%),13
42642,Russell Springs,KY,75.76,Medium Risk (70–79%),13
42345,Greenville,KY,78.14,Medium Risk (70–79%),13
41093,Wallingford,KY,73.25,Medium Risk (70–79%),13
53094,Watertown,WI,71.93,Medium Risk (70–79%),36
53023,Glenbeulah,WI,70.95,Medium Risk (70–79%),36
45103,Batavia,OH,70.25,Medium Risk (70–79%),40
52773,Walcott,IA,76.72,Medium Risk (70–79%),9
50452,Latimer,IA,64.14,High Risk (60–69%),9
50322,Urbandale,IA,77.61,Medium Risk (70–79%),9
52534,Beacon,IA,63.54,High Risk (60–69%),9
55448,Minneapolis,MN,85.1,Lowest Risk (85%+),26
56169,Russell,MN,61.55,High Risk (60–69%),26
56186,Woodstock,MN,72.26,Medium Risk (70–79%),26
55790,Tower,MN,72.71,Medium Risk (70–79%),26
63957,Piedmont,MO,83.97,Low Risk (80–84%),6
58533,Elgin,ND,85.56,Lowest Risk (85%+),36
86322,Camp Verde,AZ,67.14,High Risk (60–69%),205
85135,Hayden,AZ,83.84,Low Risk (80–84%),205
85381,Peoria,AZ,78.75,Medium Risk (70–79%),205
86305,Prescott,AZ,76.41,Medium Risk (70–79%),205
32333,Havana,FL,61.32,High Risk (60–69%),7
33405,West Palm Beach,FL,59.6,Very High Risk (<60%),7
33774,Largo,FL,59.89,Very High Risk (<60%),7
32344,Monticello,FL,65.18,High Risk (60–69%),7
33444,Delray Beach,FL,61.69,High Risk (60–69%),7
46107,Beech Grove,IN,79.24,Medium Risk (70–79%),10
24328,Fancy Gap,VA,76.38,Medium Risk (70–79%),5
24175,Troutville,VA,76.95,Medium Risk (70–79%),5
22551,Spotsylvania,VA,75.13,Medium Risk (70–79%),5
23837,Courtland,VA,73.62,Medium Risk (70–79%),5
24651,Tazewell,VA,73.48,Medium Risk (70–79%),5
19023,Darby,PA,60.14,High Risk (60–69%),16
97141,Tillamook,OR,69.46,High Risk (60–69%),1
18701,Wilkes Barre,PA,69.14,High Risk (60–69%),16
97624,Chiloquin,OR,76.06,Medium Risk (70–79%),1
38921,Charleston,MS,62.44,High Risk (60–69%),0
39479,Seminary,MS,63.35,High Risk (60–69%),0
38804,Tupelo,MS,69.82,High Risk (60–69%),0
38632,Hernando,MS,71.84,Medium Risk (70–79%),0
32266,Neptune Beach,FL,80.84,Low Risk (80–84%),7
71949,Jessieville,AR,81.8,Low Risk (80–84%),8
72201,Little Rock,AR,69.11,High Risk (60–69%),8
72653,Mountain Home,AR,75.9,Medium Risk (70–79%),8
72947,Mulberry,AR,73.79,Medium Risk (70–79%),8
72839,Hagarville,AR,90.86,Lowest Risk (85%+),8
74727,Boswell,OK,71.59,Medium Risk (70–79%),17
73139,Oklahoma City,OK,66.6,High Risk (60–69%),17
70510,Abbeville,LA,59.55,Very High Risk (<60%),3
70085,Saint Bernard,LA,55.08,Very High Risk (<60%),3
70655,Oberlin,LA,59.2,Very High Risk (<60%),3
70549,Lake Arthur,LA,62.38,High Risk (60–69%),3
59927,Olney,MT,76.95,Medium Risk (70–79%),36
87821,Datil,NM,67.24,High Risk (60–69%),100
13815,Norwich,NY,77.36,Medium Risk (70–79%),26
87357,Pinehill,NM,77.08,Medium Risk (70–79%),100
79601,Abilene,TX,65.15,High Risk (60–69%),803
75570,New Boston,TX,65.85,High Risk (60–69%),803
76661,Marlin,TX,69.27,High Risk (60–69%),803
79088,Tulia,TX,56.4,Very High Risk (<60%),803
76305,Wichita Falls,TX,61.96,High Risk (60–69%),803
78643,Llano,TX,66.44,High Risk (60–69%),803
77474,Sealy,TX,62.97,High Risk (60–69%),803
75604,Longview,TX,65.99,High Risk (60–69%),803
76945,Robert Lee,TX,57.73,Very High Risk (<60%),803
76945,Silver,TX,57.73,Very High Risk (<60%),803
35976,Guntersville,AL,70.25,Medium Risk (70–79%),1
20105,Aldie,VA,75.64,Medium Risk (70–79%),5
22644,Maurertown,VA,78.27,Medium Risk (70–79%),5
23316,NA,NA,71.79,Medium Risk (70–79%),15
24448,Iron Gate,VA,81.85,Low Risk (80–84%),5
99111,Colfax,WA,65.65,High Risk (60–69%),11
35474,Moundville,AL,66.05,High Risk (60–69%),1
35504,Jasper,AL,66.5,High Risk (60–69%),1
25003,Alum Creek,WV,67.25,High Risk (60–69%),0
26354,Grafton,WV,74.24,Medium Risk (70–79%),0
25276,Spencer,WV,74.69,Medium Risk (70–79%),0
36579,Stockton,AL,69.23,High Risk (60–69%),1
25434,Paw Paw,WV,74.1,Medium Risk (70–79%),0
25526,Hurricane,WV,74.08,Medium Risk (70–79%),0
77050,Houston,TX,46.31,Very High Risk (<60%),803
78676,Wimberley,TX,65.15,High Risk (60–69%),803
94559,Napa,CA,69.54,High Risk (60–69%),25
96047,Igo,CA,66.24,High Risk (60–69%),25
93203,Arvin,CA,62.55,High Risk (60–69%),25
92705,Santa Ana,CA,72.05,Medium Risk (70–79%),25
93001,Ventura,CA,67.59,High Risk (60–69%),25
95448,Healdsburg,CA,60.81,High Risk (60–69%),25
93923,Carmel,CA,66.13,High Risk (60–69%),25
64166,Kansas City,MO,72.69,Medium Risk (70–79%),6
90002,Los Angeles,CA,62.03,High Risk (60–69%),25
96032,Fort Jones,CA,51.75,Very High Risk (<60%),25
96051,Lakehead,CA,77,Medium Risk (70–79%),25
13032,Canastota,NY,72.55,Medium Risk (70–79%),26
92285,Landers,CA,74.54,Medium Risk (70–79%),25
95032,Los Gatos,CA,81.27,Low Risk (80–84%),25
75042,Garland,TX,53.21,Very High Risk (<60%),803
77016,Houston,TX,56.21,Very High Risk (<60%),803
76570,Rosebud,TX,60.23,High Risk (60–69%),803
48063,Columbus,MI,74.87,Medium Risk (70–79%),29
49659,Mancelona,MI,67.21,High Risk (60–69%),29
51463,Templeton,IA,58.81,Very High Risk (<60%),9
82009,Cheyenne,WY,78.31,Medium Risk (70–79%),15
82201,Wheatland,WY,80.56,Low Risk (80–84%),15
98283,Rockport,WA,89.26,Lowest Risk (85%+),11
24851,NA,NA,71.51,Medium Risk (70–79%),15
25951,Hinton,WV,69.37,High Risk (60–69%),0
95552,Mad River,CA,73.01,Medium Risk (70–79%),25
25639,NA,NA,70.28,Medium Risk (70–79%),15
03042,Epping,NH,74.9,Medium Risk (70–79%),0
07646,New Milford,NJ,75.15,Medium Risk (70–79%),11
68601,Columbus,NE,68.48,High Risk (60–69%),5
68822,Broken Bow,NE,70.78,Medium Risk (70–79%),5
69201,Valentine,NE,69.57,High Risk (60–69%),5
68925,Ayr,NE,76.14,Medium Risk (70–79%),5
75633,Carthage,TX,73.61,Medium Risk (70–79%),803
85542,Peridot,AZ,88.67,Lowest Risk (85%+),205
13365,Little Falls,NY,75.92,Medium Risk (70–79%),26
93701,Fresno,CA,64.53,High Risk (60–69%),25
92139,San Diego,CA,70.15,Medium Risk (70–79%),25
51231,Archer,IA,33.39,Very High Risk (<60%),9
29687,Taylors,SC,66.92,High Risk (60–69%),224
29574,Mullins,SC,60.16,High Risk (60–69%),224
29128,Rembert,SC,64.71,High Risk (60–69%),224
03070,New Boston,NH,66.98,High Risk (60–69%),0
71008,Bienville,LA,71.36,Medium Risk (70–79%),3
04474,Orrington,ME,81.83,Low Risk (80–84%),0
98557,McCleary,WA,71.9,Medium Risk (70–79%),11
62963,Mound City,IL,66.11,High Risk (60–69%),14
35646,Leighton,AL,75.04,Medium Risk (70–79%),1
75760,Cushing,TX,64.9,High Risk (60–69%),803
76567,Rockdale,TX,64.68,High Risk (60–69%),803
36303,Dothan,AL,67.14,High Risk (60–69%),1
35987,Steele,AL,63.03,High Risk (60–69%),1
84744,Koosharem,UT,67.93,High Risk (60–69%),176
84050,Morgan,UT,81.9,Low Risk (80–84%),176
84663,Springville,UT,77.99,Medium Risk (70–79%),176
71674,Watson,AR,66.63,High Risk (60–69%),8
17016,NA,NA,62.39,High Risk (60–69%),15
35581,Phil Campbell,AL,76.89,Medium Risk (70–79%),1
17266,Walnut Bottom,PA,86.98,Lowest Risk (85%+),16
30521,Carnesville,GA,70.05,Medium Risk (70–79%),10
60558,Western Springs,IL,83.24,Low Risk (80–84%),14
61730,Cooksville,IL,70.07,Medium Risk (70–79%),14
95466,Philo,CA,54.17,Very High Risk (<60%),25
95549,Kneeland,CA,70.01,Medium Risk (70–79%),25
75932,Burkeville,TX,61.18,High Risk (60–69%),803
38948,Oakland,MS,70.65,Medium Risk (70–79%),0
39330,Enterprise,MS,63.67,High Risk (60–69%),0
10974,Sloatsburg,NY,77.27,Medium Risk (70–79%),26
12222,NA,NA,75.26,Medium Risk (70–79%),15
11421,Woodhaven,NY,65.24,High Risk (60–69%),26
68415,Odell,NE,86.08,Lowest Risk (85%+),5
45111,Camp Dennison,OH,73.73,Medium Risk (70–79%),40
40461,Paint Lick,KY,69.22,High Risk (60–69%),13
40076,Waddy,KY,79.89,Medium Risk (70–79%),13
50671,Stanley,IA,57.05,Very High Risk (<60%),9
21740,Hagerstown,MD,73.45,Medium Risk (70–79%),3
01506,Brookfield,MA,76.27,Medium Risk (70–79%),0
21853,Princess Anne,MD,70.2,Medium Risk (70–79%),3
02646,Harwich Port,MA,76.37,Medium Risk (70–79%),0
97374,Scio,OR,68.66,High Risk (60–69%),1
97063,Tygh Valley,OR,69.73,High Risk (60–69%),1
97754,Prineville,OR,79.19,Medium Risk (70–79%),1
97520,Ashland,OR,72.34,Medium Risk (70–79%),1
85544,Pine,AZ,68.47,High Risk (60–69%),205
80524,Fort Collins,CO,74.55,Medium Risk (70–79%),35
81621,Basalt,CO,73.69,Medium Risk (70–79%),35
11558,Island Park,NY,84.12,Low Risk (80–84%),26
81321,Cortez,CO,71.64,Medium Risk (70–79%),35
81201,Salida,CO,70.03,Medium Risk (70–79%),35
14510,Mount Morris,NY,71.6,Medium Risk (70–79%),26
54149,Mountain,WI,62.84,High Risk (60–69%),36
54534,Hurley,WI,66.84,High Risk (60–69%),36
54627,Ettrick,WI,57.93,Very High Risk (<60%),36
51008,NA,NA,39.78,Very High Risk (<60%),15
50432,Crystal Lake,IA,72.98,Medium Risk (70–79%),9
76372,Newcastle,TX,74.03,Medium Risk (70–79%),803
80467,Oak Creek,CO,70.07,Medium Risk (70–79%),35
06414,NA,NA,72.55,Medium Risk (70–79%),15
06262,Quinebaug,CT,73.39,Medium Risk (70–79%),1
55085,Vermillion,MN,69.58,High Risk (60–69%),26
60153,Maywood,IL,51.21,Very High Risk (<60%),14
28139,Rutherfordton,NC,68.55,High Risk (60–69%),2
27379,Yanceyville,NC,68.62,High Risk (60–69%),2
27244,Elon,NC,68.14,High Risk (60–69%),2
28326,Cameron,NC,73.13,Medium Risk (70–79%),2
27542,Kenly,NC,68.06,High Risk (60–69%),2
82839,Ranchester,WY,88.99,Lowest Risk (85%+),15
12007,Alcove,NY,80.21,Low Risk (80–84%),26
35540,Addison,AL,70.1,Medium Risk (70–79%),1
49837,Gladstone,MI,75.32,Medium Risk (70–79%),29
75928,Bon Wier,TX,67.76,High Risk (60–69%),803
42404,Clay,KY,74.95,Medium Risk (70–79%),13
95563,Salyer,CA,61.43,High Risk (60–69%),25
06883,Weston,CT,85.52,Lowest Risk (85%+),1
85333,Dateland,AZ,63.89,High Risk (60–69%),205
25512,East Lynn,WV,80.71,Low Risk (80–84%),0
44119,Cleveland,OH,66.09,High Risk (60–69%),40
83523,Craigmont,ID,75.81,Medium Risk (70–79%),13
83442,Rigby,ID,78.41,Medium Risk (70–79%),13
83537,Kendrick,ID,64.09,High Risk (60–69%),13
98822,Entiat,WA,73.76,Medium Risk (70–79%),11
20006,Washington,DC,88.67,Lowest Risk (85%+),0
86018,Parks,AZ,76.46,Medium Risk (70–79%),205
62079,Piasa,IL,76.69,Medium Risk (70–79%),14
04910,Albion,ME,67.3,High Risk (60–69%),0
04851,Matinicus,ME,71.02,Medium Risk (70–79%),0
97342,Detroit,OR,80.5,Low Risk (80–84%),1
44682,Tuscarawas,OH,71.27,Medium Risk (70–79%),40
02863,Central Falls,RI,63.64,High Risk (60–69%),1
17886,West Milton,PA,66.45,High Risk (60–69%),16
61316,Cedar Point,IL,77.28,Medium Risk (70–79%),14
83553,Weippe,ID,62.94,High Risk (60–69%),13
16416,Garland,PA,78.38,Medium Risk (70–79%),16
05462,Huntington,VT,52.77,Very High Risk (<60%),2
15615,Ardara,PA,76.26,Medium Risk (70–79%),16
42374,NA,NA,86.63,Lowest Risk (85%+),15
43525,Haskins,OH,69.26,High Risk (60–69%),40
02141,Cambridge,MA,79.79,Medium Risk (70–79%),0
60029,Golf,IL,74.88,Medium Risk (70–79%),14
10279,NA,NA,85.21,Lowest Risk (85%+),15
64433,Conception,MO,76.13,Medium Risk (70–79%),6
60113,NA,NA,51.86,Very High Risk (<60%),15
14130,NA,NA,60.28,High Risk (60–69%),15
04969,Plymouth,ME,70.79,Medium Risk (70–79%),0
54857,Mikana,WI,75.68,Medium Risk (70–79%),36
20896,Garrett Park,MD,86.16,Lowest Risk (85%+),3
36908,Gilbertown,AL,64.89,High Risk (60–69%),1
16441,Waterford,PA,73.44,Medium Risk (70–79%),16
18848,Towanda,PA,72.35,Medium Risk (70–79%),16
18634,Nanticoke,PA,75.72,Medium Risk (70–79%),16
16049,Parker,PA,80.17,Low Risk (80–84%),16
30121,Cartersville,GA,67.36,High Risk (60–69%),10
31833,West Point,GA,70.2,Medium Risk (70–79%),10
30549,Jefferson,GA,69.54,High Risk (60–69%),10
30643,Hartwell,GA,68.3,High Risk (60–69%),10
31036,Hawkinsville,GA,62.98,High Risk (60–69%),10
30816,Keysville,GA,61.4,High Risk (60–69%),10
30004,Alpharetta,GA,80.33,Low Risk (80–84%),10
30531,Cornelia,GA,67.99,High Risk (60–69%),10
30413,Bartow,GA,60.51,High Risk (60–69%),10
49938,Ironwood,MI,70.75,Medium Risk (70–79%),29
48437,Genesee,MI,75.66,Medium Risk (70–79%),29
48509,Burton,MI,68.12,High Risk (60–69%),29
08629,Trenton,NJ,56.61,Very High Risk (<60%),11
07860,Newton,NJ,73.29,Medium Risk (70–79%),11
07702,Shrewsbury,NJ,84.48,Low Risk (80–84%),11
08805,Bound Brook,NJ,62.77,High Risk (60–69%),11
65775,West Plains,MO,74.62,Medium Risk (70–79%),6
59079,Shepherd,MT,79.13,Medium Risk (70–79%),36
63820,Anniston,MO,73.44,Medium Risk (70–79%),6
65550,Newburg,MO,75.44,Medium Risk (70–79%),6
65786,Macks Creek,MO,70.94,Medium Risk (70–79%),6
59859,Plains,MT,76.06,Medium Risk (70–79%),36
59479,Stanford,MT,85.14,Lowest Risk (85%+),36
64601,Chillicothe,MO,76.98,Medium Risk (70–79%),6
98290,Snohomish,WA,72.8,Medium Risk (70–79%),11
59447,Geyser,MT,88.11,Lowest Risk (85%+),36
59727,Divide,MT,90.81,Lowest Risk (85%+),36
59052,Mc Leod,MT,79.51,Medium Risk (70–79%),36
98586,South Bend,WA,53.33,Very High Risk (<60%),11
37871,Strawberry Plains,TN,68.96,High Risk (60–69%),8
37015,Ashland City,TN,74.45,Medium Risk (70–79%),8
38237,Martin,TN,76.79,Medium Risk (70–79%),8
37887,Wartburg,TN,65.37,High Risk (60–69%),8
37338,Graysville,TN,62.51,High Risk (60–69%),8
57760,Newell,SD,77.05,Medium Risk (70–79%),16
60472,Robbins,IL,54.27,Very High Risk (<60%),14
62536,Glenarm,IL,74.71,Medium Risk (70–79%),14
62946,Harrisburg,IL,70.69,Medium Risk (70–79%),14
60632,Chicago,IL,54.48,Very High Risk (<60%),14
40311,Carlisle,KY,72.47,Medium Risk (70–79%),13
42141,Glasgow,KY,76.73,Medium Risk (70–79%),13
40374,Sharpsburg,KY,66.04,High Risk (60–69%),13
42445,Princeton,KY,77.31,Medium Risk (70–79%),13
53203,Milwaukee,WI,62.42,High Risk (60–69%),36
45616,Blue Creek,OH,73.31,Medium Risk (70–79%),40
43605,Toledo,OH,60.08,High Risk (60–69%),40
50101,Galt,IA,58.39,Very High Risk (<60%),9
50325,Clive,IA,81.93,Low Risk (80–84%),9
50278,Zearing,IA,70.81,Medium Risk (70–79%),9
55921,Caledonia,MN,63.69,High Risk (60–69%),26
56151,Lake Wilson,MN,66.17,High Risk (60–69%),26
55424,Minneapolis,MN,90.19,Lowest Risk (85%+),26
63555,Memphis,MO,71.13,Medium Risk (70–79%),6
64740,Deepwater,MO,78.52,Medium Risk (70–79%),6
58431,Dickey,ND,89.28,Lowest Risk (85%+),36
58725,Carpio,ND,74.85,Medium Risk (70–79%),36
85623,Oracle,AZ,65.31,High Risk (60–69%),205
85938,Springerville,AZ,60.31,High Risk (60–69%),205
33445,Delray Beach,FL,65.93,High Risk (60–69%),7
33069,Pompano Beach,FL,51.4,Very High Risk (<60%),7
32060,Live Oak,FL,69.63,High Risk (60–69%),7
32435,Defuniak Springs,FL,71.71,Medium Risk (70–79%),7
32949,Grant,FL,63.77,High Risk (60–69%),7
33158,Miami,FL,62.69,High Risk (60–69%),7
47165,Pekin,IN,77.82,Medium Risk (70–79%),10
24588,Rustburg,VA,76.46,Medium Risk (70–79%),5
24528,Brookneal,VA,82.16,Low Risk (80–84%),5
24333,Galax,VA,78.08,Medium Risk (70–79%),5
15620,Bradenville,PA,77.42,Medium Risk (70–79%),16
15021,Burgettstown,PA,73.49,Medium Risk (70–79%),16
16833,Curwensville,PA,80.13,Low Risk (80–84%),16
97420,Coos Bay,OR,71.48,Medium Risk (70–79%),1
97391,Toledo,OR,77.63,Medium Risk (70–79%),1
38922,Coffeeville,MS,85.2,Lowest Risk (85%+),0
39746,Hamilton,MS,73.5,Medium Risk (70–79%),0
39367,Waynesboro,MS,63.5,High Risk (60–69%),0
39641,Jayess,MS,62.89,High Risk (60–69%),0
38873,Tishomingo,MS,73.69,Medium Risk (70–79%),0
39653,Meadville,MS,70.53,Medium Risk (70–79%),0
71801,Hope,AR,62.67,High Risk (60–69%),8
72046,England,AR,60.93,High Risk (60–69%),8
71635,Crossett,AR,71.28,Medium Risk (70–79%),8
71838,Fulton,AR,70.56,Medium Risk (70–79%),8
71652,Kingsland,AR,85.54,Lowest Risk (85%+),8
72753,Prairie Grove,AR,81.05,Low Risk (80–84%),8
72854,Ozone,AR,75.02,Medium Risk (70–79%),8
72126,Perryville,AR,70.75,Medium Risk (70–79%),8
74403,Muskogee,OK,78.43,Medium Risk (70–79%),17
73641,Dill City,OK,77,Medium Risk (70–79%),17
73560,Olustee,OK,60.23,High Risk (60–69%),17
73179,Oklahoma City,OK,70.15,Medium Risk (70–79%),17
70047,Destrehan,LA,69.92,High Risk (60–69%),3
59318,Brusett,MT,97.35,Lowest Risk (85%+),36
87007,Casa Blanca,NM,74.69,Medium Risk (70–79%),100
11709,Bayville,NY,87.6,Lowest Risk (85%+),26
78801,Uvalde,TX,61.67,High Risk (60–69%),803
75681,Mount Enterprise,TX,65.74,High Risk (60–69%),803
79501,Anson,TX,59.01,Very High Risk (<60%),803
76854,London,TX,62.54,High Risk (60–69%),803
77033,Houston,TX,57.33,Very High Risk (<60%),803
75652,Henderson,TX,60.05,High Risk (60–69%),803
76431,Chico,TX,65.85,High Risk (60–69%),803
76384,Vernon,TX,63.52,High Risk (60–69%),803
35173,Trussville,AL,74.98,Medium Risk (70–79%),1
22967,Roseland,VA,66.6,High Risk (60–69%),5
36265,Jacksonville,AL,75.13,Medium Risk (70–79%),1
36585,Wagarville,AL,67.76,High Risk (60–69%),1
35951,Albertville,AL,62.38,High Risk (60–69%),1
